,Year,Month,State,Primary Mode,Etiology,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths
47066,2018,5,Tennessee,4,"Escherichia coli, Shiga toxin-producing",Confirmed,Child day care,9,2.0,9.0,0.0,9.0
47068,2018,6,New York,1,Clostridium botulinum,Confirmed,Private home/residence,3,3.0,3.0,0.0,3.0
47069,2018,4,Kansas,3,Legionella pneumophila,Confirmed,Hotel/Motel/Lodge/Inn,2,2.0,2.0,0.0,2.0
47070,2018,5,Minnesota,0,Norovirus Genogroup II,Confirmed,School/college/university,49,0.0,49.0,0.0,49.0
47072,2018,6,Virginia,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,5,0.0,5.0,0.0,5.0
47073,2018,6,North Carolina,0,Norovirus unknown,Confirmed,Child day care,4,0.0,4.0,0.0,4.0
47074,2018,6,Utah,1,Clostridium perfringens,Confirmed,Private home/residence,42,0.0,0.0,0.0,42.0
47075,2018,6,Ohio,1,Norovirus,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Caterer (food prepared off-site from where served); Grocery store",9,0.0,8.0,0.0,8.0
47076,2018,4,Rhode Island,0,Norovirus unknown,Suspected,Event space,44,0.0,44.0,0.0,44.0
47077,2018,6,New Mexico,0,Norovirus unknown,Suspected,Camp,17,0.0,17.0,0.0,17.0
47079,2018,6,Ohio,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,10,0.0,10.0,0.0,10.0
47080,2018,4,Ohio,2,Clostridium difficile,Confirmed,Long-term care/nursing home/assisted living facility,3,1.0,3.0,0.0,3.0
47081,2018,5,Wisconsin,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,4,1.0,4.0,0.0,4.0
47082,2018,5,Wisconsin,0,Giardia unknown,Suspected,Private home/residence,8,0.0,8.0,0.0,8.0
47084,2018,3,Illinois,0,Shigella sonnei,Confirmed,Shelter/group home/transitional housing,9,5.0,9.0,0.0,9.0
47086,2018,5,Florida,1,Shigella unknown,Suspected,Restaurant - other or unknown type,12,0.0,12.0,0.0,12.0
47088,2018,6,Utah,3,"Escherichia coli, Shiga toxin-producing",Confirmed,Park - Community/Municipal,13,2.0,13.0,0.0,13.0
47089,2018,4,Arizona,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,54,1.0,54.0,0.0,54.0
47090,2018,5,Arizona,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,18,3.0,18.0,0.0,18.0
47091,2018,4,Arizona,0,Shigella sonnei; Norovirus Genogroup II,Suspected; Suspected,Child day care,15,0.0,15.0,0.0,15.0
47092,2018,6,Utah,1,Bacillus cereus,Suspected,Restaurant - Buffet,4,0.0,4.0,0.0,4.0
47093,2018,6,South Carolina,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,30,1.0,30.0,0.0,30.0
47095,2018,5,New Mexico,1,Salmonella enterica,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,1.0,2.0,0.0,2.0
47096,2018,5,Oregon,2,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,8,0.0,8.0,0.0,8.0
47097,2018,6,Oregon,0,Norovirus Genogroup I,Suspected,Long-term care/nursing home/assisted living facility,65,0.0,65.0,0.0,65.0
47098,2018,6,Virginia,2,Norovirus Genogroup II,Suspected,Religious facility,14,0.0,14.0,0.0,14.0
47099,2018,5,Pennsylvania,2,Campylobacter jejuni,Suspected,Restaurant,2,0.0,2.0,0.0,2.0
47100,2018,6,Minnesota,0,Norovirus,Suspected,Private home/residence,5,0.0,5.0,0.0,5.0
47101,2018,6,Utah,1,Campylobacter jejuni,Confirmed,Farm/dairy,16,0.0,16.0,0.0,16.0
47102,2018,4,Minnesota,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
47103,2018,1,Idaho,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Farm/dairy,2,0.0,2.0,0.0,2.0
47104,2018,6,Minnesota,1,Norovirus Genogroup I,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",23,0.0,23.0,0.0,23.0
47105,2018,5,Pennsylvania,1,Salmonella enterica,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,2.0,0.0,2.0
47106,2018,6,North Carolina,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,14,1.0,14.0,0.0,14.0
47107,2018,4,Rhode Island,0,Norovirus Genogroup I,Confirmed,Hospital,29,1.0,29.0,0.0,29.0
47108,2018,6,Michigan,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,3,0.0,3.0,0.0,3.0
47109,2018,4,Rhode Island,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,45,0.0,45.0,0.0,45.0
47110,2018,6,Florida,1,Norovirus,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,4.0,0.0,4.0
47111,2018,5,Texas,2,"Escherichia coli, Shiga toxin-producing",Suspected,Private home/residence,2,0.0,2.0,0.0,2.0
47112,2017,7,California,1,Salmonella enterica,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",16,1.0,16.0,0.0,16.0
47113,2017,6,California,1,Salmonella enterica,Confirmed,Grocery store,11,2.0,10.0,0.0,11.0
47114,2017,2,California,1,Salmonella enterica,Confirmed,Caterer (food prepared off-site from where served),66,0.0,66.0,0.0,66.0
47115,2017,6,California,1,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Suspected,Restaurant - Sit-down dining,25,0.0,25.0,0.0,25.0
47116,2017,2,California,1,Norovirus Genogroup II; Norovirus Genogroup II; Norovirus Genogroup I; Norovirus Genogroup I; Norovirus Genogroup II; Sapovirus; Norovirus Genogroup I; Norovirus Genogroup II,Suspected; Confirmed; Suspected; Suspected; Suspected; Suspected; Confirmed; Confirmed,Other,55,0.0,36.0,0.0,36.0
47117,2017,11,California,1,Bacillus cereus,Suspected,Prison/jail,105,0.0,105.0,0.0,105.0
47118,2017,12,California,1,Bacillus cereus; Staphylococcus aureus,Suspected; Suspected,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
47119,2018,4,Ohio,5,Salmonella enterica,Confirmed,Private home/residence,2,0.0,2.0,0.0,2.0
47120,2018,1,Rhode Island,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,26,1.0,26.0,0.0,26.0
47121,2018,6,South Carolina,0,Norovirus unknown,Suspected,School/college/university,16,0.0,16.0,0.0,16.0
47122,2018,6,South Carolina,1,Staphylococcus aureus,Suspected,Unknown,16,0.0,16.0,0.0,16.0
47123,2018,1,Rhode Island,0,Norovirus unknown,Suspected,School/college/university,19,0.0,19.0,0.0,19.0
47124,2018,5,Florida,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,5,0.0,5.0,0.0,5.0
47125,2018,5,Utah,1,Salmonella enterica,Suspected,Restaurant - Buffet,3,0.0,3.0,0.0,3.0
47126,2018,6,Virginia,2,Norovirus Genogroup II,Confirmed,"Other, specify",8,4.0,8.0,0.0,8.0
47127,2018,5,Virginia,1,Norovirus,Suspected,Caterer (food prepared off-site from where served),22,0.0,22.0,0.0,22.0
47128,2018,6,Massachusetts,0,Norovirus unknown,Suspected,School/college/university,54,0.0,54.0,0.0,54.0
47129,2018,6,Minnesota,1,Norovirus Genogroup I,Confirmed,Restaurant - Sit-down dining,30,0.0,30.0,0.0,30.0
47131,2018,6,Ohio,0,"Escherichia coli, Enteropathogenic; Astrovirus",Confirmed; Suspected,Child day care,8,1.0,8.0,0.0,8.0
47132,2018,4,Michigan,1,Hepatitis A,Confirmed,Restaurant - Sit-down dining,2,1.0,2.0,0.0,2.0
47133,2018,4,Texas,0,Shigella unknown; Shigella unknown,Confirmed; Confirmed,School/college/university,12,0.0,12.0,0.0,12.0
47136,2018,6,Oregon,1,Sapovirus,Suspected,Restaurant - other or unknown type,26,0.0,26.0,0.0,26.0
47138,2018,6,Oregon,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,31,0.0,31.0,0.0,31.0
47139,2018,6,Oregon,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,58,1.0,58.0,0.0,58.0
47140,2017,12,California,1,Norovirus unknown,Confirmed,Restaurant - other or unknown type,16,0.0,16.0,0.0,16.0
47143,2017,2,California,1,Norovirus unknown,Confirmed,Restaurant - Sit-down dining,3,0.0,2.0,0.0,2.0
47146,2018,6,North Carolina,2,Salmonella enterica,Confirmed,Camp,24,0.0,24.0,0.0,24.0
47147,2018,6,Nebraska,0,Norovirus Genogroup II,Confirmed,Child day care,14,0.0,14.0,0.0,14.0
47156,2018,4,Arizona,1,Bacillus cereus,Suspected,Private home/residence,25,0.0,25.0,0.0,25.0
47157,2018,4,Arizona,1,Salmonella enterica,Confirmed,Private home/residence,9,2.0,9.0,0.0,9.0
47158,2017,9,North Dakota,2,Salmonella enterica,Confirmed,Religious facility,3,2.0,3.0,0.0,3.0
47159,2018,5,Connecticut,1,Norovirus Genogroup I,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0.0,6.0,0.0,6.0
47161,2018,6,North Carolina,1,Norovirus unknown,Suspected,Restaurant - Sit-down dining,133,1.0,133.0,0.0,133.0
47162,2018,6,Wisconsin,1,Norovirus Genogroup I,Confirmed,Prison/jail,59,0.0,0.0,0.0,0.0
47164,2018,3,Illinois,1,Norovirus unknown,Confirmed,Restaurant - Sit-down dining; Restaurant - other or unknown type,14,0.0,14.0,0.0,14.0
47165,2018,3,Illinois,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,24,0.0,24.0,0.0,24.0
47166,2018,5,Illinois,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,29,0.0,29.0,0.0,29.0
47167,2018,5,Illinois,1,Rotavirus,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
47168,2017,7,Multistate,1,Salmonella enterica,Confirmed,Unknown,27,4.0,20.0,0.0,19.0
47169,2018,6,Connecticut,1,"Escherichia coli, Enteropathogenic",Confirmed,Restaurant - Sit-down dining,6,0.0,6.0,0.0,6.0
47170,2018,6,South Carolina,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,13,0.0,13.0,0.0,13.0
47171,2018,1,Michigan,2,Norovirus,Suspected,Hotel/motel,14,0.0,0.0,0.0,0.0
47173,2018,6,Ohio,3,Plesiomonas shigelloides,Confirmed,Camp/Cabin Setting,6,0.0,6.0,0.0,6.0
47174,2018,5,Oregon,1,Vibrio parahaemolyticus,Confirmed,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
47176,2018,4,Kansas,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,20,0.0,0.0,0.0,0.0
47177,2018,4,Kansas,0,Norovirus Genogroup II; Clostridium difficile,Confirmed; Confirmed,Long-term care/nursing home/assisted living facility,53,1.0,53.0,0.0,53.0
47178,2018,4,Kansas,0,"Escherichia coli, Shiga toxin-producing; Sapovirus unknown",Confirmed; Confirmed,Child day care,13,2.0,13.0,0.0,13.0
47184,2018,6,Kansas,1,Norovirus unknown,Suspected,Restaurant - Sit-down dining,5,0.0,4.0,0.0,5.0
47186,2018,1,Rhode Island,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,55,0.0,55.0,0.0,55.0
47187,2018,1,Rhode Island,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,34,0.0,34.0,0.0,34.0
47188,2018,4,Kentucky,2,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9.0
47189,2018,6,Ohio,1,Norovirus Genogroup II; Norovirus Genogroup II,Suspected; Suspected,Restaurant - Sit-down dining,6,0.0,6.0,0.0,6.0
47190,2018,5,Texas,1,Norovirus Genogroup II,Suspected,Other,17,1.0,10.0,0.0,10.0
47191,2018,6,Virginia,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,59,0.0,59.0,0.0,59.0
47192,2018,5,Texas,1,Campylobacter unknown,Confirmed,Private home/residence,5,0.0,0.0,0.0,0.0
47193,2018,6,Oregon,2,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,3,0.0,3.0,0.0,3.0
47194,2018,6,Oregon,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,6,1.0,6.0,0.0,6.0
47196,2018,1,Rhode Island,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,24,1.0,24.0,0.0,24.0
47198,2018,6,South Carolina,2,Norovirus unknown,Suspected,Private home/residence,3,0.0,3.0,0.0,3.0
47199,2018,1,Rhode Island,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,11,0.0,11.0,0.0,11.0
47200,2018,6,Texas,2,Salmonella enterica,Suspected,Unknown,2,0.0,2.0,0.0,2.0
47203,2018,4,Hawaii,2,Shigella sonnei,Confirmed,Religious facility,31,1.0,31.0,0.0,31.0
47204,2018,6,Ohio,3,Legionella pneumophila,Confirmed,Other,6,5.0,6.0,0.0,6.0
47205,2018,6,Pennsylvania,0,Norovirus unknown,Suspected,Child day care,12,0.0,12.0,0.0,12.0
47206,2018,6,Massachusetts,0,Norovirus,Suspected,Camp,53,0.0,53.0,0.0,53.0
47207,2018,6,Texas,2,Salmonella enterica,Suspected,Unknown,2,0.0,2.0,0.0,2.0
47208,2018,6,Minnesota,1,Cyclospora,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",16,0.0,16.0,0.0,16.0
47210,2018,5,Iowa,1,Salmonella enterica,Confirmed,Private home/residence,3,1.0,3.0,0.0,3.0
47212,2018,6,Florida,1,Paralytic shellfish poison,Suspected,Private home/residence,2,0.0,2.0,0.0,2.0
47213,2018,3,Texas,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Restaurant - Sit-down dining,5,0.0,5.0,0.0,5.0
47214,2018,5,New Hampshire,0,Clostridium difficile,Confirmed,Hospital,26,26.0,26.0,2.0,26.0
47215,2018,2,Rhode Island,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,40,0.0,40.0,0.0,40.0
47216,2018,6,Texas,1,"Escherichia coli, Shiga toxin-producing",Suspected,Private home/residence,3,0.0,0.0,0.0,0.0
47217,2018,1,Rhode Island,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,26,0.0,26.0,0.0,26.0
47218,2018,6,Washington,1,Salmonella enterica,Confirmed,Restaurant - other or unknown type,9,5.0,9.0,0.0,9.0
47219,2018,6,South Carolina,0,Norovirus unknown,Suspected,Child day care,15,0.0,0.0,0.0,15.0
47220,2018,5,Illinois,0,Shigella unknown,Suspected,Shelter/group home/transitional housing,3,0.0,3.0,0.0,3.0
47223,2018,1,Rhode Island,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,23,0.0,23.0,0.0,23.0
47224,2018,5,Texas,0,Shigella unknown,Confirmed,Child day care,4,0.0,4.0,0.0,4.0
47225,2018,6,Florida,1,Norovirus unknown,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,2.0,0.0,2.0
47226,2018,1,Rhode Island,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,77,0.0,77.0,0.0,77.0
47227,2018,1,Rhode Island,0,Norovirus unknown,Suspected,Child day care,15,0.0,15.0,0.0,15.0
47228,2018,6,Minnesota,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,59,0.0,0.0,0.0,59.0
47229,2018,1,Rhode Island,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,42,2.0,42.0,0.0,42.0
47230,2018,1,Rhode Island,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,37,0.0,37.0,0.0,37.0
47232,2018,6,Ohio,1,Salmonella enterica,Confirmed,Private home/residence; Caterer (food prepared off-site from where served),3,2.0,3.0,0.0,3.0
47233,2018,1,Rhode Island,0,Norovirus unknown,Suspected,Child day care,6,0.0,6.0,0.0,6.0
47234,2018,6,Oregon,2,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,18,1.0,18.0,0.0,18.0
47235,2018,7,North Carolina,0,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Suspected,Camp,93,1.0,93.0,0.0,93.0
47236,2018,6,North Carolina,0,Norovirus unknown; Other - Bacterium,Confirmed; Suspected,Camp,78,0.0,78.0,0.0,78.0
47237,2018,6,Utah,1,Bacillus cereus,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,0.0,0.0,4.0
47239,2018,6,Minnesota,1,Vibrio parahaemolyticus,Confirmed,Restaurant - Sit-down dining,10,0.0,10.0,0.0,10.0
47240,2018,6,Ohio,1,Salmonella enterica; Salmonella enterica,Confirmed; Confirmed,Grocery store,4,1.0,4.0,0.0,4.0
47241,2018,6,Texas,2,Campylobacter jejuni,Confirmed,Private home/residence,10,0.0,0.0,0.0,0.0
47242,2018,6,Ohio,0,"Escherichia coli, Shiga toxin-producing",Confirmed,Private home/residence,4,0.0,0.0,0.0,0.0
47243,2018,7,South Carolina,0,Norovirus unknown,Suspected,Child day care,3,0.0,3.0,0.0,3.0
47244,2018,7,Ohio,2,Norovirus,Suspected,Restaurant,2,0.0,2.0,0.0,2.0
47245,2018,6,Montana,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,46,0.0,46.0,0.0,46.0
47247,2018,2,Florida,3,Legionella pneumophila,Confirmed,Hotel/Motel/Lodge/Inn,2,2.0,2.0,0.0,2.0
47248,2018,7,Minnesota,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20.0
47249,2018,7,Florida,1,Ciguatoxin,Confirmed,Private home/residence,4,1.0,4.0,0.0,4.0
47250,2018,4,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,20,0.0,20.0,0.0,20.0
47251,2018,6,Wisconsin,2,Norovirus Genogroup II,Confirmed,"Other, specify",5,0.0,0.0,0.0,0.0
47252,2018,6,Massachusetts,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,46,0.0,46.0,0.0,46.0
47255,2018,5,Massachusetts,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,13,0.0,13.0,0.0,13.0
47256,2018,5,Massachusetts,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,11,0.0,11.0,0.0,11.0
47258,2018,5,Massachusetts,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,3,0.0,3.0,0.0,3.0
47260,2018,5,Massachusetts,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,25,1.0,25.0,0.0,25.0
47261,2018,6,Massachusetts,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),21,3.0,21.0,0.0,21.0
47262,2018,5,Minnesota,3,Giardia duodenalis,Confirmed,Park - State Park,3,0.0,2.0,0.0,3.0
47263,2018,1,Rhode Island,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,139,0.0,139.0,0.0,139.0
47264,2018,2,Rhode Island,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,61,0.0,61.0,0.0,61.0
47265,2018,7,Texas,1,"Escherichia coli, Shiga toxin-producing",Suspected,Private home/residence,3,0.0,3.0,0.0,3.0
47266,2018,2,Rhode Island,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,38,0.0,38.0,0.0,38.0
47268,2018,1,Rhode Island,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,59,0.0,59.0,0.0,59.0
47269,2018,5,Texas,2,Salmonella enterica,Suspected,Private home/residence,2,0.0,2.0,0.0,2.0
47272,2018,4,Michigan,3,Legionella pneumophila,Confirmed,Unknown,4,4.0,4.0,0.0,4.0
47276,2018,2,Rhode Island,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,16,2.0,16.0,0.0,16.0
47278,2018,1,West Virginia,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,12,0.0,12.0,0.0,12.0
47281,2018,6,Tennessee,3,"Norovirus Genogroup IX; Norovirus Genogroup II; Escherichia coli, Enteropathogenic; Escherichia coli, Enteropathogenic; Norovirus Genogroup I; Norovirus unknown; Escherichia coli, Enteroinvasive; Escherichia coli, Enteroaggregative; Giardia unknown; Cryptosporidium unknown",Confirmed; Confirmed; Confirmed; Suspected; Suspected; Suspected; Suspected; Suspected; Suspected; Suspected,Park - Amusement,693,3.0,681.0,0.0,0.0
47285,2018,1,West Virginia,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,24,0.0,24.0,0.0,24.0
47288,2018,1,West Virginia,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,13,0.0,13.0,0.0,13.0
47290,2018,2,West Virginia,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,11,0.0,11.0,0.0,11.0
47293,2018,6,Nevada,0,Norovirus Genogroup II; Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Suspected; Confirmed,Hotel/motel,363,3.0,363.0,0.0,363.0
47294,2018,6,Texas,1,Salmonella enterica,Suspected,Private home/residence,6,0.0,6.0,0.0,6.0
47295,2018,6,Florida,2,Norovirus Genogroup II,Confirmed,Camp,24,1.0,24.0,0.0,24.0
47297,2018,5,New York,1,Vibrio parahaemolyticus,Confirmed,Restaurant - other or unknown type; Unknown,8,0.0,8.0,0.0,8.0
47298,2018,2,West Virginia,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,6,0.0,6.0,0.0,6.0
47300,2018,7,North Carolina,0,Norovirus unknown,Suspected,School/college/university,35,0.0,35.0,0.0,35.0
47304,2018,3,West Virginia,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,18,0.0,18.0,0.0,18.0
47305,2018,3,Multistate,1,Campylobacter jejuni,Confirmed,Private home/residence,3,2.0,2.0,0.0,3.0
47307,2018,3,West Virginia,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,23,0.0,23.0,0.0,23.0
